POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
1250,2018-12-12,3,C,0,0,1,0,2,7,9,20,14,12,10,10,11,16,14,16,12,9,8,5,3,3,2,1,185,MOERSDORF,N10,Wasserbillig <-> Born deux sens ,Wasserbillig,Born,104024.4,89718.56
1314,2018-12-12,3,C,0,0,1,1,0,5,13,17,25,26,17,13,8,13,11,23,15,6,9,4,2,4,1,1,215,DALHEIM,N13,Filsdorf <-> Bous deux sens ,Filsdorf,Bous,86768.91,67154.63
1407,2018-12-12,3,C,87,39,23,37,58,168,277,410,339,418,437,452,377,904,1513,880,299,306,349,420,321,0,265,193,8572,ESCH-SUR-ALZETTE,A4,Lankelz <-> Luxembourg deux sens ,Lankelz,Luxembourg,67058.69,64399.555
1410,2018-12-12,3,C,205,193,186,232,317,531,662,638,677,854,965,1033,939,1098,1161,881,807,617,471,624,491,374,326,250,14532,BETTEMBOURG,A3,Croix de Bettembourg <-> Luxembourg deux sens ,Croix de Bettembourg,Luxembourg,76227.07,64532.98
1413,2018-12-12,3,C,94,108,105,116,174,337,821,1001,890,1150,1030,1194,1206,1208,1829,789,658,615,490,340,246,210,178,154,14943,IRRGARTEN,A1,Echangeur Irrgarten <-> Croix de Gasperich deux sens ,Echangeur Irrgarten,Croix de Gasperich,80784.0,75655.0
1414,2018-12-12,3,C,130,113,115,117,246,747,402,233,638,809,1004,1394,854,839,872,1005,1136,1145,895,865,541,426,451,232,15209,FRANCE Frontière,A3,France <-> Luxembourg deux sens ,France,Luxembourg,76415.195,60861.355
1420,2018-12-12,3,C,156,164,171,181,251,342,354,306,340,425,477,525,505,346,387,548,477,382,464,431,364,273,243,224,8336,BELGIQUE Frontière,A6,Belgique <-> Luxembourg deux sens ,Belgique,Luxembourg,63045.664,77945.945
1429,2018-12-12,3,C,79,105,114,124,165,245,320,380,497,558,555,534,521,488,520,515,438,370,295,219,176,129,128,123,7598,KIRCHBERG,A1,Echangeur Kirchberg <-> Echangeur Irrgarten deux sens ,Echangeur Kirchberg,Echangeur Irrgarten,80988.89,76925.03
1432,2018-12-12,3,C,71,77,98,114,145,210,271,313,326,331,359,292,318,334,334,335,263,218,215,179,154,96,100,96,5249,ALLEMAGNE Frontière,A1,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,103675.21,88574.78
1441,2018-12-12,3,C,21,19,21,28,52,163,241,251,329,411,425,409,371,380,382,355,245,141,71,72,54,32,18,22,4513,AESSEN,A13,Sanem <-> Lankelz deux sens ,Sanem,Lankelz,63022.316,66426.78
1448,2018-12-12,3,C,50,45,57,61,92,159,193,189,236,305,268,249,245,242,186,263,239,197,141,128,121,110,81,67,3924,TUNNEL MARKUSBIERG,A13,Allemagne <-> Frisange deux sens ,Allemagne,Frisange,94038.67,60374.227
1487,2018-12-12,3,C,12,5,12,14,23,50,81,114,126,159,154,158,165,127,134,139,101,85,43,29,18,16,12,8,1785,STAFFELSTEIN,A7,Ech. Waldhof <-> Ech. Lorentzweiler deux sens ,Ech. Waldhof,Ech. Lorentzweiler,80637.51,80313.8
5053,2018-12-12,3,C,0,0,0,4,1,4,15,31,36,32,36,31,30,39,37,30,26,11,14,6,6,3,3,1,396,QUATRE-VENTS,N12,Dondelange <-> Quatre-Vents deux sens ,Dondelange,Quatre-Vents,70927.04,82759.164
5073,2018-12-12,3,C,0,0,0,0,0,0,0,3,2,3,1,1,3,2,1,2,0,0,1,0,0,1,0,0,20,PRETTINGEN,CR123,Prettingen <-> Gosseldange deux sens ,Prettingen,Gosseldange,76507.52,87118.87
5074,2018-12-12,3,C,0,0,0,0,0,0,0,3,1,3,0,0,1,0,2,1,0,2,1,0,0,0,0,0,14,MUELLENDORF,CR123,Muellendorf <-> Huensdorf deux sens ,Muellendorf,Huensdorf,77294.484,83437.24
5075,2018-12-12,3,C,2,0,0,0,1,5,10,22,22,14,15,15,14,15,19,12,16,14,11,9,8,6,5,5,240,HEISDORF,CR124,Heisdorf <-> Muellendorf deux sens ,Heisdorf,Muellendorf,77493.5,82563.04
5076,2018-12-12,3,C,0,0,0,0,1,9,9,15,19,19,11,9,12,15,10,12,11,12,10,6,8,6,2,0,196,BERELDANGE,CR123,Bereldange <-> Steinsel deux sens ,Bereldange,Steinsel,76733.734,80795.56
5077,2018-12-12,3,C,0,0,0,0,0,0,0,1,3,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,10,HELMSANGE,CR125,Staffelstein <-> Helmsange deux sens ,Staffelstein,Helmsange,78296.01,80609.37
5079,2018-12-12,3,C,0,0,0,1,1,2,5,26,22,11,8,14,14,15,11,14,15,8,3,3,2,3,0,0,178,BLASCHETTE,CR122,Blaschette <-> Lorentzweiler deux sens ,Blaschette,Lorentzweiler,79707.39,85291.51
5081,2018-12-12,3,C,0,0,0,0,0,0,1,11,6,3,3,3,5,5,5,5,6,3,3,2,2,2,2,1,68,EISENBORN,CR119,Staffelstein <-> Eisenborn deux sens ,Staffelstein,Eisenborn,81117.64,83990.24
5083,2018-12-12,3,C,0,0,0,3,1,10,16,65,47,37,28,32,27,38,36,27,36,22,15,9,7,7,10,4,477,LORENTZWEILER,N7,Lorentzweiler <-> A7 deux sens ,Lorentzweiler,A7,77847.59,85564.86
5084,2018-12-12,3,C,0,1,0,1,5,4,6,19,22,16,15,24,15,28,14,14,24,14,11,2,0,1,0,0,236,MERSCH,CR102,Mersch <-> A7 Schoenfels deux sens ,Mersch,A7 Schoenfels,74824.664,89523.99
5085,2018-12-12,3,C,1,0,1,1,2,4,17,27,30,30,28,21,30,23,33,29,30,13,9,6,2,2,1,0,340,MERSCH,N8,Mersch <-> A7 deux sens ,Mersch,A7,74645.82,90828.89
5086,2018-12-12,3,C,0,0,0,1,2,6,30,37,31,35,31,35,36,33,34,31,24,16,6,7,2,3,1,0,401,RECKANGE,N8,A7 <-> Reckange deux sens ,A7,Reckange,74281.67,90838.56
5088,2018-12-12,3,C,1,0,0,0,2,5,6,23,20,13,11,11,14,14,11,11,12,12,6,6,4,2,4,1,189,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.07,87227.63
5092,2018-12-12,3,C,11,9,14,16,24,55,99,155,171,207,188,191,183,169,153,173,124,96,42,32,16,20,9,8,2165,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.73,85983.84
5093,2018-12-12,3,C,0,0,0,1,4,6,21,28,17,19,14,18,15,16,14,14,15,16,10,5,4,6,2,1,246,LINTGEN,N7,Lintgen <-> A7 deux sens ,Lintgen,A7,76987.195,86992.33
5095,2018-12-12,3,C,5,2,7,9,14,21,47,86,83,67,46,51,51,58,51,72,63,44,38,18,19,11,10,8,881,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.73,85345.375
5096,2018-12-12,3,C,0,0,0,1,0,1,2,10,7,6,4,7,5,7,7,6,10,1,5,1,2,2,5,1,90,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.02,88911.74
5103,2018-12-12,3,C,0,0,0,1,0,3,19,34,18,26,21,21,23,31,30,18,34,19,24,16,7,5,6,3,359,FRISANGE,N13,Aspelt <-> Frisange deux sens ,Aspelt,Frisange,82407.72,64695.63
5104,2018-12-12,3,C,0,2,2,7,0,7,18,33,17,32,25,25,35,26,28,27,34,15,11,5,2,3,3,3,360,HELLANGE,N13,Rond-point Hellange <-> Hellange deux sens ,Rond-point Hellange,Hellange,77896.84,63437.54
5119,2018-12-12,3,C,0,0,0,5,15,34,38,46,49,51,46,53,48,52,40,49,45,33,25,21,4,1,1,3,659,SOLEUVRE,Rocade Differdange,Differdange <-> Soleuvre deux sens ,Differdange,Soleuvre,61378.285,65439.652
5120,2018-12-12,3,C,0,0,0,0,2,10,19,33,24,28,17,19,16,19,23,25,17,20,21,15,9,4,4,4,329,OBERCORN,CR174,Soleuvre <-> Differdange deux sens ,Soleuvre,Differdange,61416.0,65192.973
17563,2018-12-12,3,C,4,2,0,5,5,9,13,11,6,9,4,7,8,12,11,7,6,6,8,5,3,3,2,4,150,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2018-12-13,3,C,2,4,4,6,16,33,68,83,80,38,79,70,73,64,65,76,68,53,43,22,10,19,12,4,992,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2018-12-13,3,C,7,5,0,1,2,8,25,33,25,32,32,34,40,41,39,34,23,20,22,17,11,11,6,3,471,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
11,2018-12-13,3,C,0,1,0,1,2,3,44,82,29,14,9,8,12,11,9,23,47,39,18,11,6,5,3,1,378,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
15,2018-12-13,3,C,0,0,0,0,0,5,7,10,11,5,19,8,3,4,7,6,12,9,5,2,0,1,0,0,114,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
20,2018-12-13,3,C,1,1,0,2,3,7,11,20,24,19,27,16,21,17,21,12,16,7,4,7,4,1,1,0,242,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2018-12-13,3,C,3,1,2,6,12,17,37,73,71,65,67,61,47,51,64,41,45,35,25,12,13,11,8,7,774,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2018-12-13,3,C,0,0,0,2,0,8,11,23,19,23,27,25,21,28,12,33,19,11,18,14,9,7,7,4,321,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2018-12-13,3,C,2,1,2,2,3,24,49,37,36,34,24,36,14,18,21,25,27,20,15,9,8,5,2,2,416,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
27,2018-12-13,3,C,0,0,0,0,3,1,4,7,8,5,7,3,7,7,11,6,2,1,4,0,0,0,0,0,76,VIANDEN Frontière,N17A,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,84055.21,110409.38
291,2018-12-13,3,C,0,0,0,0,0,1,2,10,15,15,10,16,10,9,9,16,20,36,21,7,6,4,4,4,215,Belvaux,CR191a,Belvaux <-> Esch-Belval deux sens ,Belvaux,Esch-Belval,63203.934,62898.336
345,2018-12-13,3,C,0,3,0,3,4,6,32,37,33,30,31,28,21,33,24,17,13,14,13,8,5,6,3,2,366,BETTEMBOURG,N31,Bettembourg <-> Luxembourg deux sens ,Bettembourg,Luxembourg,75075.93,65482.97
390,2018-12-13,3,C,1,0,0,1,1,4,16,20,27,30,19,24,27,28,26,34,25,26,16,11,10,4,4,6,360,SIEWEBUREN,N12,Siewebueren <-> Bridel deux sens ,Siewebueren,Bridel,74099.87,77610.51
400,2018-12-13,3,C,8,1,2,8,9,25,53,83,74,104,63,60,75,70,59,58,57,58,48,51,35,26,24,22,1073,BONNEVOIE,N2,Pulvermuehl/Hamm <-> Luxembourg Gare deux sens ,Pulvermuehl/Hamm,Luxembourg Gare,78234.36,74837.88
401,2018-12-13,3,C,2,0,0,0,1,11,22,38,29,26,21,22,30,18,26,21,19,28,19,13,15,14,11,6,392,HEISDORF,N7,Bofferdange <-> Helmsange deux sens ,Bofferdange,Helmsange,77642.375,81688.195
405,2018-12-13,3,C,1,0,1,1,2,12,17,48,53,48,42,44,36,48,50,43,36,26,17,18,16,6,6,9,580,KOPSTAL,N12,Kopstal <-> Luxembourg deux sens ,Kopstal,Luxembourg,73041.125,80599.945
406,2018-12-13,3,C,0,1,3,2,12,6,14,43,66,53,42,63,28,46,46,51,46,26,12,6,1,0,0,0,567,SCHOENFELS,CR102,Mersch <-> Schoenfels deux sens ,Mersch,Schoenfels,74880.55,88877.625
407,2018-12-13,3,C,5,1,1,2,13,26,53,69,69,67,58,56,48,49,43,45,46,46,26,25,31,15,15,14,823,HELFENT,N5,Dippach <-> Luxembourg deux sens ,Dippach,Luxembourg,72102.234,73862.96
413,2018-12-13,3,C,2,0,0,11,10,29,38,83,75,50,49,45,48,61,46,46,29,30,30,17,18,12,13,8,750,MAMER ,N6,Mamer <-> Strassen deux sens ,Mamer,Strassen,70278.65,76882.81
420,2018-12-13,3,C,2,2,0,8,9,8,12,30,37,29,32,27,28,30,29,24,27,13,4,2,3,4,1,1,362,BERTRANGE,N34,Bertrange <-> Z.I. Bourmicht deux sens ,Bertrange,Z.I. Bourmicht,72823.914,75351.734
422,2018-12-13,3,C,1,0,0,0,0,2,3,6,11,7,6,6,6,4,24,17,21,17,7,2,4,4,0,1,149,ITZIG,CR159,Itzig <-> Sandweiler deux sens ,Itzig,Sandweiler,80435.78,72686.32
423,2018-12-13,3,C,0,0,0,1,4,4,14,42,37,51,37,41,19,31,48,54,38,26,14,4,9,3,2,1,480,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2018-12-13,3,C,0,0,0,0,0,1,1,5,5,6,7,3,7,0,3,1,0,7,1,0,0,0,0,0,47,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2018-12-13,3,C,3,0,1,4,3,10,25,34,49,32,33,40,36,43,45,47,54,25,21,8,8,8,7,5,541,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
426,2018-12-13,3,C,3,0,0,0,1,7,15,41,25,30,30,33,31,32,22,24,14,23,17,15,16,12,8,7,406,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84112.875,79323.97
432,2018-12-13,3,C,0,0,0,0,0,5,18,30,14,17,7,10,13,12,10,7,18,7,6,8,4,4,6,4,200,SANDWEILER,N2,Moutfort <-> Hamm deux sens ,Moutfort,Hamm,82981.305,75683.45
445,2018-12-13,3,C,2,1,2,0,5,31,77,99,84,69,66,70,69,72,70,31,37,24,42,33,38,23,20,18,983,HOWALD,N3,Hesperange <-> Luxembourg deux sens ,Hesperange,Luxembourg,78863.6,71599.5
446,2018-12-13,3,C,2,2,0,1,9,23,39,76,69,75,62,60,44,58,66,76,64,44,42,28,20,11,10,7,888,SCHLAMMESTE,N3,Frisange <-> Alzingen deux sens ,Frisange,Alzingen,80616.65,67187.47
448,2018-12-13,3,C,1,0,0,2,6,12,34,54,54,45,43,37,39,56,37,37,30,21,17,13,7,5,5,5,560,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64
449,2018-12-13,3,C,1,1,1,4,10,25,41,78,78,77,75,77,69,72,69,82,60,36,30,22,14,12,11,5,950,BLEESBRECK,N17,Bleesbréck <-> Diekirch deux sens ,Bleesbréck,Diekirch,81229.69,104020.695
450,2018-12-13,3,C,0,9,1,1,5,15,14,45,42,36,41,43,37,31,32,40,40,20,14,10,11,5,7,2,501,BLEESBRECK,N19,Reisdorf <-> Bleesbréck deux sens ,Reisdorf,Bleesbréck,81692.11,104206.2
452,2018-12-13,3,C,0,0,0,3,4,8,21,54,55,48,45,47,32,49,36,49,32,25,9,7,3,6,5,2,540,FRIDHAFF,N7,Fridhaff <-> Diekirch deux sens ,Fridhaff,Diekirch,78950.55,104686.45
459,2018-12-13,3,C,3,0,1,0,4,11,39,25,6,9,9,14,11,7,8,6,9,9,6,5,6,3,4,4,199,CANACH,CR144,Oetrange <-> Canach deux sens ,Oetrange,Canach,90160.26,74664.02
460,2018-12-13,3,C,0,0,0,0,1,0,1,4,3,4,4,3,1,1,1,1,5,5,1,0,1,1,0,1,38,OETRANGE-BOUS,N28,Bous <-> Oetrange deux sens ,Bous,Oetrange,89401.55,71297.25
469,2018-12-13,3,C,36,21,23,19,31,39,80,98,104,136,140,146,118,111,86,79,55,39,39,21,23,18,25,24,1511,WINDHOF,N13,Windhof <-> Garnich (A6) deux sens ,Windhof,Garnich (A6),64673.805,78754.23
474,2018-12-13,3,C,0,0,0,0,1,0,6,4,3,5,3,5,4,4,3,7,5,5,1,1,1,0,0,1,59,HETTERMILLEN,N10,Ehnen <-> Hettermillen deux sens ,Ehnen,Hettermillen,94837.88,72721.32
479,2018-12-13,3,C,1,0,0,2,5,16,54,72,55,60,48,53,40,49,44,36,37,32,36,19,7,8,5,4,683,TRINTANGE,N2,Assel <-> Moutfort deux sens ,Assel,Moutfort,88217.68,70739.516
483,2018-12-13,3,C,2,0,1,1,5,6,22,46,48,59,52,53,13,52,68,62,43,31,34,18,12,6,4,5,643,ASPELT,N16,Mondorf <-> Aspelt deux sens ,Mondorf,Aspelt,84357.21,64987.043
485,2018-12-13,3,C,1,0,0,0,2,7,23,25,32,22,16,17,10,12,15,12,9,14,14,8,4,2,3,2,250,DUDELANGE-KAYL,N31,Kayl <-> Dudelange deux sens ,Kayl,Dudelange,72739.43,61260.1
486,2018-12-13,3,C,5,0,0,0,2,17,32,45,29,28,19,22,26,28,18,35,24,22,21,27,12,11,11,13,447,ESCH-SUR-ALZETTE,N4,Esch-Belval <-> Esch-Centre deux sens ,Esch-Belval,Esch-Centre,66402.57,61767.566
490,2018-12-13,3,C,1,0,0,0,2,2,8,9,13,16,11,7,12,9,15,15,12,9,2,2,1,0,0,0,146,GAICHEL,N8,Belgique <-> Luxembourg deux sens ,Belgique,Luxembourg,58321.293,84479.27
492,2018-12-13,3,C,1,0,0,1,4,9,21,38,42,41,24,31,27,39,27,48,44,24,12,10,5,5,7,2,462,BLUMENTHAL,N14,Graulinster <-> Reuland deux sens ,Graulinster,Reuland,87034.516,90015.64
495,2018-12-13,3,C,1,0,0,2,2,7,29,34,59,61,70,48,46,64,77,65,38,16,12,9,3,1,3,1,648,RECKANGE,N8,Brouch <-> Reckange deux sens ,Brouch,Reckange,73345.1,90757.43
525,2018-12-13,3,C,0,0,0,1,0,0,0,0,5,4,6,5,2,9,5,6,3,0,3,0,0,0,0,0,49,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2
602,2018-12-13,3,C,2,5,2,9,17,44,84,82,79,63,86,69,69,77,73,74,64,55,56,32,22,20,14,4,1102,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62
604,2018-12-13,3,C,0,0,2,4,3,14,30,43,54,47,52,54,45,42,41,48,36,26,21,15,9,3,5,2,596,TROISVIERGES,N12,Wilwerdange <-> Asselborn deux sens ,Wilwerdange,Asselborn,68095.63,132528.28
605,2018-12-13,3,C,0,1,1,3,2,8,21,38,35,26,42,35,41,34,28,33,27,14,8,7,4,3,9,2,422,ANTONIUSHAFF,N18,Antoniushaff <-> Clervaux deux sens ,Antoniushaff,Clervaux,63494.12,126016.06
610,2018-12-13,3,C,6,4,4,14,24,36,103,141,134,124,144,148,113,139,130,135,89,89,53,26,19,14,18,7,1714,DICKT,N7,Hosingen <-> Hoscheid deux sens ,Hosingen,Hoscheid,74344.13,114997.33
708,2018-12-13,3,C,1,2,1,2,10,10,19,27,31,33,38,28,28,32,23,30,26,11,11,4,3,3,4,0,377,MERTZIG,N21,Feulen <-> Mertzig deux sens ,Feulen,Mertzig,68947.51,100496.57
711,2018-12-13,3,C,0,0,0,0,0,6,12,22,25,16,24,28,19,18,22,21,12,15,10,12,11,7,3,0,283,SCHIEREN,N7,Ettelbruck <-> Colmar deux sens ,Ettelbruck,Colmar,74927.53,100060.695
712,2018-12-13,3,C,0,0,0,0,3,6,9,24,40,22,14,22,25,23,27,23,19,10,12,11,1,2,2,0,295,WARKEN,CR348,Buerden <-> Ettelbruck deux sens ,Buerden,Ettelbruck,74576.27,102224.555
724,2018-12-13,3,C,0,0,0,2,8,10,23,60,52,52,38,50,44,47,41,50,38,23,7,8,6,7,5,4,575,MEDERNACH-LAROCHETTE,N14,Larochette <-> Medernach deux sens ,Larochette,Medernach,83536.74,96383.305
805,2018-12-13,3,C,1,1,1,2,4,8,15,59,33,33,35,35,32,46,38,50,38,16,12,9,3,2,2,1,476,REDANGE,N22,Reichlange <-> Redange deux sens ,Reichlange,Redange,62433.26,93397.71
807,2018-12-13,3,C,0,1,1,3,6,11,16,52,54,52,48,53,47,52,56,85,46,17,14,14,5,2,4,2,641,REICHLANGE,N12,Reichlange <-> Bettborn deux sens ,Reichlange,Bettborn,62549.984,93523.484
809,2018-12-13,3,C,0,0,0,1,0,3,5,17,14,23,13,15,15,13,18,20,12,6,4,7,2,0,2,0,190,REICHLANGE,N23,Reichlange <-> Rambrouch deux sens ,Reichlange,Rambrouch,62256.12,93684.695
811,2018-12-13,3,C,0,1,1,0,3,6,16,23,19,25,21,21,18,19,33,24,18,10,7,6,6,3,3,1,284,RIPPWEILER,N24,Rippweiler <-> Useldange deux sens ,Rippweiler,Useldange,64934.914,91119.266
813,2018-12-13,3,C,0,0,0,0,1,4,9,16,17,24,23,22,13,22,16,19,17,6,3,7,3,3,1,0,226,RIPPWEILER,N24,Rippweiler <-> Useldange deux sens ,Rippweiler,Useldange,65143.75,91246.97
816,2018-12-13,3,C,0,0,1,1,2,9,31,56,60,70,72,54,42,56,63,64,41,20,12,8,6,1,2,1,672,RIPPWEILER,N12,Reichlange <-> Saeul deux sens ,Reichlange,Saeul,65140.598,91118.45
818,2018-12-13,3,C,0,0,0,2,0,4,12,27,29,19,20,21,18,24,24,31,19,10,12,7,6,2,3,1,291,SAEUL,N12,Tuntange <-> Saeul deux sens ,Tuntange,Saeul,66859.38,87773.555
820,2018-12-13,3,C,1,0,0,0,4,10,16,29,21,24,34,39,27,23,34,24,23,17,13,11,4,4,1,1,360,RIESENHOF,N23,Martelange <-> Koetschette deux sens ,Martelange,Koetschette,54420.99,100762.33
822,2018-12-13,3,C,0,0,0,0,1,0,3,7,22,17,16,15,11,9,16,15,12,2,2,3,2,0,0,0,153,GROSBOUS,N12,Grosbous <-> Hierheck deux sens ,Grosbous,Hierheck,65234.676,99642.78
902,2018-12-13,3,C,0,0,0,1,3,4,8,27,36,22,37,33,29,29,37,31,29,24,20,13,6,1,1,2,393,CLERVAUX,N18,Marnach <-> Antoniushof deux sens ,Marnach,Antoniushof,69742.12,124931.14
905,2018-12-13,3,C,1,1,1,6,11,27,33,67,64,70,75,79,54,88,74,75,51,39,19,13,14,10,7,0,879,NIEDERFEULEN,N15,Feulen <-> Ettelbruck deux sens ,Feulen,Ettelbruck,72442.53,101794.555
908,2018-12-13,3,C,0,0,0,1,5,20,51,59,45,55,45,34,37,46,49,32,29,30,27,20,19,13,15,7,639,BETTEMBOURG,N13,Bettembourg <-> Fennange deux sens ,Bettembourg,Fennange,74808.01,64802.297
909,2018-12-13,3,C,0,0,0,0,7,12,24,28,39,45,43,47,33,25,36,39,29,23,18,15,5,6,3,2,479,TETANGE,N33,Rumelange <-> Kayl deux sens ,Rumelange,Kayl,70816.64,60129.043
923,2018-12-13,3,C,3,1,2,5,11,14,24,49,67,54,55,71,54,56,57,49,42,22,15,11,18,5,7,0,692,HEISCHTERGRONN,N15,Wiltz <-> Heischtergronn deux sens ,Wiltz,Heischtergronn,64322.06,108502.195
926,2018-12-13,3,C,4,0,0,0,2,15,37,50,39,52,42,47,47,40,46,41,44,24,32,22,18,20,13,11,646,ESCH-ALZETTE,N4,Lallange <-> Esch-Alzette deux sens ,Lallange,Esch-Alzette,66856.17,62993.71
927,2018-12-13,3,C,2,0,1,0,3,1,17,41,58,53,43,34,21,36,38,40,28,23,8,4,0,2,1,0,454,WICKRANGE,N13,Wickrange <-> Pontpierre deux sens ,Wickrange,Pontpierre,69445.73,67176.516
928,2018-12-13,3,C,0,0,0,0,0,8,18,24,19,13,14,11,13,14,14,10,17,13,19,10,5,3,4,1,230,BELVAUX,N31,Belvaux <-> Differdange deux sens ,Belvaux,Differdange,62411.56,64443.49
939,2018-12-13,3,C,7,3,3,16,24,41,91,127,120,130,142,148,67,133,158,151,114,113,63,28,25,17,19,10,1750,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63
941,2018-12-13,3,C,0,2,1,2,5,9,20,37,43,31,34,41,42,29,28,29,32,17,10,11,3,3,1,3,433,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0
942,2018-12-13,3,C,0,1,2,5,5,10,26,64,71,51,62,69,56,50,47,38,39,23,15,13,7,8,3,7,672,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05
943,2018-12-13,3,C,1,0,1,1,7,7,33,43,50,43,57,52,41,46,42,39,32,22,17,10,7,4,2,3,560,MAISON SCHUMAN,N26,Wiltz <-> Maison Schuman deux sens ,Wiltz,Maison Schuman,59479.574,112602.12
944,2018-12-13,3,C,0,0,1,4,4,4,19,36,34,37,41,49,37,27,30,26,26,19,8,8,4,2,4,1,421,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93
947,2018-12-13,3,C,1,4,0,3,4,24,44,42,35,37,50,53,40,47,43,34,32,37,26,21,9,4,1,0,591,HULDANGE,N7,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,69818.516,137313.02
1111,2018-12-13,3,C,2,0,0,0,3,13,13,34,24,25,25,22,24,13,16,23,19,19,12,7,9,4,3,3,313,ECHTERNACH,N10,Echternach <-> Bollendorf deux sens ,Echternach,Bollendorf,96674.516,98391.53
1113,2018-12-13,3,C,0,0,0,0,1,0,2,5,23,15,11,12,7,17,16,14,4,2,1,0,0,2,1,1,134,CHRISTNACH,CR118,Christnach <-> Consdorf deux sens ,Christnach,Consdorf,87978.6,94792.87
1114,2018-12-13,3,C,0,0,0,0,1,3,5,16,15,11,13,13,11,15,10,10,13,7,2,4,4,3,0,0,156,PAFEBIERG,CR141,Osweiler <-> Mompach deux sens ,Osweiler,Mompach,100631.55,93911.984
1117,2018-12-13,3,C,3,4,5,12,16,28,60,68,77,62,54,51,52,85,55,37,57,33,32,19,13,8,5,3,839,ECHTERNACH,N11,Echternach <-> Luxembourg deux sens ,Echternach,Luxembourg,97290.05,96950.62
1119,2018-12-13,3,C,0,0,0,0,2,4,18,21,24,19,29,10,15,13,20,18,13,6,4,4,2,3,2,1,228,STEINHEIM,N10,Echternach <-> Wasserbillig deux sens ,Echternach,Wasserbillig,101849.56,98546.32
1202,2018-12-13,3,C,1,1,0,0,0,4,10,22,14,11,14,10,9,20,9,10,7,9,7,2,2,3,1,2,168,JUNGLINSTER,N11,Junglinster <-> Gonderange deux sens ,Junglinster,Gonderange,85771.23,85499.0
1204,2018-12-13,3,C,2,3,2,10,9,14,49,53,40,39,47,48,42,53,37,39,33,29,30,17,14,6,7,2,625,GONDERANGE,N11,Gonderange <-> Junglinster deux sens ,Gonderange,Junglinster,85287.734,84159.34
1223,2018-12-13,3,C,1,0,0,0,1,2,16,23,18,19,18,12,19,13,21,17,20,17,10,6,2,1,3,2,241,MACHTUM,N10,Grevenmacher <-> Remich deux sens ,Grevenmacher,Remich,98652.9,81359.82
1229,2018-12-13,3,C,0,1,1,0,3,3,11,15,20,24,19,13,14,11,12,14,14,12,10,7,0,1,1,1,207,BIWER,N14,Wecker <-> Boudlerbach deux sens ,Wecker,Boudlerbach,94591.47,85866.375
